aX,aY,aZ,gX,gY,gZ
-0.012,0.038,0.978,-2.075,6.470,22.522
-0.008,0.039,0.962,-3.052,2.014,23.010
-0.005,0.037,0.951,-5.127,-1.465,22.339
-0.004,0.034,0.948,-8.179,-3.296,20.874
-0.004,0.033,0.958,-10.742,-3.845,18.738
-0.012,0.045,0.978,-12.207,-2.136,15.869
-0.012,0.056,1.001,-12.390,1.831,12.634
-0.001,0.078,1.022,-11.658,7.019,9.888
0.002,0.104,1.047,-10.559,10.986,6.836
0.002,0.120,1.076,-10.071,13.367,3.662
-0.026,0.149,1.112,-8.728,14.526,2.197
-0.035,0.164,1.157,-6.287,15.198,1.465
-0.035,0.167,1.174,-3.845,13.855,1.160
-0.039,0.170,1.182,-0.366,9.583,2.869
-0.036,0.170,1.159,3.418,3.418,4.883
-0.025,0.178,1.126,6.470,-2.441,6.958
-0.014,0.179,1.091,8.057,-6.836,7.812
-0.015,0.188,1.065,8.911,-10.071,7.385
-0.018,0.189,1.038,8.972,-11.292,5.859
-0.023,0.196,1.019,9.399,-10.193,4.578
-0.029,0.203,1.004,9.888,-8.118,2.991
-0.042,0.212,0.991,10.254,-5.615,1.526
-0.050,0.216,0.983,10.681,-2.991,-0.183
-0.060,0.216,0.979,10.864,-1.404,-1.282
-0.071,0.219,0.976,10.986,-0.732,-1.709
-0.076,0.220,0.968,11.047,-0.671,-1.404
-0.075,0.218,0.963,10.620,-1.282,-0.671
-0.075,0.219,0.957,10.315,-3.235,0.183
-0.071,0.227,0.945,10.132,-6.531,0.610
-0.071,0.234,0.929,9.644,-9.338,1.709
-0.070,0.238,0.914,9.033,-10.437,2.197
-0.071,0.243,0.909,8.362,-9.949,1.770
-0.072,0.247,0.904,7.507,-8.484,1.160
-0.073,0.259,0.901,6.653,-6.653,0.366
-0.081,0.269,0.901,5.310,-4.761,-0.732
-0.093,0.276,0.910,3.662,-2.930,-1.282
-0.096,0.283,0.927,2.319,-1.343,-1.343
-0.100,0.292,0.945,1.831,-0.610,-0.977
-0.103,0.295,0.958,1.587,-0.977,0.061
-0.098,0.300,0.962,1.831,-1.770,1.099
-0.095,0.302,0.964,2.197,-2.991,2.258
-0.088,0.298,0.960,2.502,-4.517,3.174
-0.081,0.299,0.954,2.686,-5.981,4.211
-0.080,0.301,0.952,2.686,-7.080,4.333
-0.085,0.301,0.945,2.563,-7.202,4.089
-0.087,0.301,0.943,3.113,-5.920,3.723
-0.090,0.295,0.944,3.296,-4.089,2.930
-0.090,0.302,0.949,3.540,-2.502,2.686
-0.086,0.303,0.951,3.723,-1.343,1.953
-0.082,0.299,0.956,3.662,0.000,1.404
-0.080,0.302,0.961,3.906,1.038,1.221
-0.076,0.306,0.956,4.578,1.160,0.793
-0.081,0.306,0.956,4.578,1.099,0.427
-0.083,0.304,0.955,4.761,0.671,0.122
-0.084,0.301,0.948,5.127,0.427,0.427
-0.085,0.300,0.943,5.554,0.305,1.343
-0.086,0.301,0.933,5.249,0.000,1.831
-0.082,0.298,0.923,4.456,-0.427,2.197
-0.084,0.298,0.915,3.662,-0.854,2.197
-0.086,0.296,0.912,2.930,-1.038,1.892
-0.085,0.302,0.910,2.441,-0.671,1.709
-0.085,0.301,0.911,1.526,-0.122,0.977
-0.091,0.306,0.916,1.099,0.549,-0.305
-0.100,0.311,0.925,1.587,1.831,-1.526
-0.104,0.313,0.927,2.136,3.052,-1.831
-0.104,0.312,0.918,2.563,3.479,-1.831
-0.106,0.314,0.917,2.502,2.869,-1.709
-0.108,0.318,0.916,2.502,2.319,-1.221
-0.110,0.318,0.916,2.502,1.709,-0.854
-0.113,0.319,0.911,2.930,0.732,-0.061
-0.110,0.320,0.905,3.174,-0.244,0.977
-0.110,0.320,0.895,3.052,-1.099,1.343
-0.110,0.316,0.893,2.747,-1.465,1.221
-0.109,0.315,0.894,2.380,-1.282,1.038
-0.110,0.318,0.897,2.319,-0.854,0.244
-0.113,0.324,0.896,2.136,-0.061,-0.183
-0.115,0.326,0.901,2.197,2.136,0.488
-0.114,0.328,0.907,2.319,1.587,-0.183
-0.114,0.330,0.912,2.075,-0.427,-0.366
-0.114,0.327,0.912,1.587,-1.648,0.244
-0.107,0.326,0.916,1.587,-1.465,1.221
-0.102,0.317,0.920,1.648,-1.953,1.953
-0.098,0.313,0.925,2.075,-2.869,2.136

-0.414,1.446,0.800,10.559,-39.246,-16.968
-0.454,1.472,0.815,13.550,-49.561,-9.766
-0.490,1.462,0.822,16.602,-56.030,-3.601
-0.523,1.445,0.817,20.386,-59.265,2.686
-0.543,1.433,0.795,24.963,-59.570,11.108
-0.518,1.399,0.770,29.053,-56.885,21.484
-0.464,1.361,0.750,32.166,-52.246,31.982
-0.396,1.302,0.734,34.973,-47.363,39.612
-0.312,1.243,0.712,38.391,-41.687,45.532
-0.232,1.189,0.676,41.748,-34.668,50.110
-0.170,1.137,0.645,44.739,-25.818,52.979
-0.112,1.069,0.623,46.997,-15.076,53.467
-0.052,1.005,0.600,48.889,-4.700,54.382
-0.020,0.949,0.583,49.927,4.333,54.565
0.020,0.892,0.580,49.805,11.597,53.101
0.050,0.829,0.585,49.438,16.235,52.795
0.059,0.800,0.581,47.424,15.747,50.781
0.070,0.755,0.607,42.786,13.916,50.049
0.049,0.697,0.624,36.682,7.202,54.016
0.044,0.631,0.632,32.715,-0.549,58.899
0.046,0.548,0.628,29.907,-5.432,63.660
0.054,0.458,0.619,25.085,-10.315,66.956
0.053,0.384,0.608,19.104,-16.479,67.017
0.049,0.330,0.599,11.902,-20.081,64.636
0.046,0.288,0.608,4.883,-18.921,61.279
0.053,0.255,0.639,-1.709,-13.000,58.594
0.081,0.226,0.691,-6.714,-4.211,55.725
0.101,0.191,0.742,-10.437,5.493,51.147
0.105,0.165,0.798,-13.550,15.198,44.312
0.099,0.152,0.863,-15.015,24.048,37.720
0.083,0.128,0.930,-14.404,30.640,33.386
0.056,0.111,0.993,-11.597,34.668,30.334
0.039,0.085,1.032,-6.714,35.156,28.503
0.023,0.065,1.053,-1.221,31.982,27.710
0.018,0.039,1.055,3.540,25.757,28.198
0.007,0.002,1.050,5.615,18.250,28.442
0.005,-0.030,1.024,6.165,10.742,28.931
0.016,-0.055,1.006,5.066,3.967,29.419
0.028,-0.072,0.992,3.113,-0.916,29.297
0.041,-0.094,0.990,0.488,-2.747,28.137
0.041,-0.102,1.001,-1.526,-2.014,25.574
0.043,-0.107,1.020,-1.892,0.427,23.071
0.048,-0.116,1.040,-1.404,2.930,21.240
0.047,-0.116,1.055,-0.122,3.235,19.226
0.042,-0.109,1.069,1.526,1.953,17.883
0.042,-0.118,1.081,3.296,0.244,17.029
0.047,-0.111,1.072,3.967,-2.991,16.113
0.047,-0.099,1.047,3.662,-7.263,14.771
0.043,-0.091,1.026,2.258,-10.254,13.184
0.036,-0.079,1.006,0.488,-11.719,11.292
0.018,-0.066,1.000,-1.709,-11.658,8.850
0.005,-0.053,1.000,-3.418,-10.254,6.714
-0.005,-0.035,1.001,-5.066,-8.240,5.432
-0.019,-0.012,1.005,-7.080,-7.385,4.395
-0.035,0.011,1.024,-9.033,-6.897,3.784
-0.043,0.032,1.045,-9.888,-6.531,3.723
-0.048,0.062,1.064,-9.888,-7.019,4.150
-0.052,0.090,1.076,-9.277,-7.324,4.028
-0.047,0.104,1.092,-8.301,-6.714,3.357
-0.048,0.124,1.102,-6.897,-5.432,1.648
-0.048,0.144,1.093,-5.127,-3.723,-0.793
-0.063,0.162,1.083,-4.028,-1.465,-3.113
-0.078,0.177,1.083,-3.235,1.404,-5.554
-0.089,0.187,1.083,-1.953,4.272,-7.263
-0.099,0.200,1.072,-0.122,5.859,-8.362
-0.108,0.219,1.054,1.892,6.897,-9.216
-0.115,0.237,1.034,3.113,7.629,-9.827
-0.124,0.251,1.012,3.174,7.812,-9.827
-0.137,0.263,0.997,2.747,7.324,-10.132
-0.150,0.270,0.985,2.380,6.897,-9.888
-0.164,0.275,0.985,2.197,6.348,-8.301
-0.173,0.281,0.986,2.991,5.676,-6.226
-0.179,0.282,0.981,4.089,4.639,-3.906
-0.181,0.282,0.965,4.822,2.625,-2.014
-0.174,0.280,0.949,5.432,1.160,-0.366
-0.160,0.275,0.933,5.737,0.305,1.099
-0.148,0.274,0.916,5.554,0.061,1.892
-0.130,0.274,0.908,5.127,0.305,2.563
-0.115,0.278,0.899,4.395,0.427,2.625
-0.111,0.282,0.901,3.418,0.732,2.014
-0.109,0.283,0.906,2.930,1.892,0.916
-0.108,0.282,0.916,2.869,3.418,0.549
-0.108,0.280,0.923,3.357,3.784,0.549
-0.111,0.275,0.930,3.906,3.296,0.977
-0.107,0.272,0.934,4.517,2.136,2.258
-0.103,0.265,0.931,5.249,0.610,3.357
-0.094,0.264,0.927,6.226,-1.160,3.967
-0.086,0.265,0.917,7.263,-2.319,4.761
-0.078,0.263,0.907,7.690,-3.113,5.005
-0.073,0.267,0.894,7.751,-3.418,4.517
-0.074,0.264,0.888,6.836,-3.479,4.150
-0.076,0.269,0.890,5.798,-3.418,3.357
-0.078,0.267,0.898,4.517,-3.174,2.808
-0.083,0.266,0.905,3.784,-2.991,1.770
-0.088,0.265,0.912,3.479,-2.930,1.160
-0.094,0.264,0.918,3.235,-2.502,0.488
-0.098,0.264,0.917,3.052,-1.953,0.244
-0.104,0.266,0.919,2.686,-1.770,-0.122
-0.109,0.270,0.923,2.319,-1.892,-0.122
-0.112,0.272,0.930,2.258,-2.014,0.610
-0.105,0.274,0.932,2.258,-2.136,1.221
-0.100,0.265,0.934,1.709,-2.625,1.709
-0.096,0.263,0.937,1.160,-3.113,1.831
-0.089,0.262,0.941,1.404,-2.686,1.587
-0.089,0.262,0.942,1.648,-2.258,1.282
-0.087,0.264,0.938,2.014,-2.197,0.793
-0.090,0.261,0.934,1.709,-1.648,-0.366
-0.099,0.262,0.935,1.587,-1.099,-1.160
-0.107,0.266,0.939,1.587,-0.488,-1.404
-0.117,0.267,0.945,1.709,-0.427,-1.648
-0.128,0.268,0.946,2.197,-0.732,-1.831
-0.132,0.270,0.942,2.747,-1.160,-1.831
-0.139,0.270,0.938,3.235,-1.160,-1.587
-0.144,0.272,0.932,3.418,-1.099,-1.160
-0.149,0.272,0.926,3.540,-0.671,-0.183
-0.147,0.269,0.925,3.601,-0.732,0.793
-0.143,0.267,0.922,3.174,-1.709,1.221
-0.139,0.261,0.920,2.747,-2.563,1.465
-0.131,0.260,0.919,2.197,-3.052,2.075

-0.595,1.640,0.497,-31.921,-56.824,-66.833
-0.718,1.628,0.568,-34.119,-42.664,-69.519
-0.843,1.612,0.645,-33.142,-28.870,-65.308
-0.935,1.587,0.717,-26.672,-16.846,-51.941
-0.940,1.529,0.772,-17.883,-9.888,-31.433
-0.867,1.476,0.789,-8.301,-9.888,-8.301
-0.731,1.409,0.760,1.831,-17.334,15.137
-0.560,1.347,0.706,9.155,-28.625,35.767
-0.359,1.277,0.642,12.390,-38.696,50.232
-0.190,1.243,0.582,13.916,-42.419,57.800
-0.060,1.217,0.543,14.221,-37.598,56.396
0.022,1.197,0.531,13.672,-24.902,49.194
0.055,1.187,0.540,13.733,-5.920,39.551
0.064,1.159,0.571,15.198,14.587,30.701
0.040,1.154,0.605,19.348,31.799,22.705
0.025,1.129,0.663,23.193,44.373,19.165
-0.022,1.084,0.708,24.109,44.250,22.156
-0.061,1.035,0.734,27.405,35.339,31.433
-0.082,0.961,0.752,32.898,26.978,45.166
-0.089,0.875,0.743,36.865,15.808,60.303
-0.066,0.773,0.724,38.086,0.549,72.754
-0.020,0.686,0.699,36.072,-18.921,81.787
0.010,0.608,0.671,31.921,-34.912,86.182
0.019,0.526,0.648,25.146,-42.480,84.900
0.033,0.451,0.660,16.602,-39.734,80.017
0.046,0.396,0.707,9.277,-30.151,73.364
0.037,0.344,0.766,4.578,-18.982,65.308
0.013,0.295,0.842,1.038,-8.301,56.335
-0.015,0.252,0.917,0.305,0.366,48.523
-0.049,0.188,0.991,2.136,7.263,42.786
-0.066,0.153,1.043,5.371,12.085,39.246
-0.092,0.112,1.087,9.521,13.733,37.292
-0.100,0.064,1.108,14.954,13.733,36.133
-0.110,0.035,1.097,19.775,11.536,36.011
-0.109,0.006,1.079,22.583,8.362,34.668
-0.095,-0.007,1.060,24.475,5.432,32.471
-0.075,-0.031,1.031,24.719,3.601,29.480
-0.069,-0.053,1.014,22.827,3.052,25.146
-0.077,-0.053,1.012,20.935,2.991,20.508
-0.087,-0.072,1.022,19.775,4.456,15.381
-0.102,-0.093,1.032,19.409,5.676,12.390
-0.122,-0.102,1.042,20.569,5.615,11.047
-0.127,-0.120,1.047,22.217,5.493,10.559
-0.135,-0.149,1.041,24.170,4.395,10.986
-0.148,-0.157,1.021,25.452,2.319,10.803
-0.156,-0.165,0.999,26.367,1.404,9.827
-0.164,-0.182,0.983,25.513,2.441,8.911
-0.166,-0.192,0.982,23.926,3.845,8.728
-0.158,-0.188,0.991,22.034,4.944,9.155
-0.147,-0.174,1.000,20.081,5.432,9.827
-0.116,-0.161,1.009,17.883,5.554,10.986
-0.092,-0.144,1.018,15.686,5.127,11.169
-0.059,-0.137,1.013,14.221,3.662,11.475
-0.051,-0.107,1.034,12.390,2.686,12.268
-0.041,-0.092,1.037,11.169,2.380,13.428
-0.031,-0.071,1.035,10.925,2.258,15.076
-0.019,-0.055,1.023,11.230,1.282,16.052
-0.018,-0.034,1.008,11.719,-1.282,14.832
-0.028,-0.014,0.990,12.085,-3.906,11.536
-0.053,0.004,0.968,11.414,-4.028,6.653
-0.088,0.025,0.953,10.925,-1.526,1.343
-0.123,0.047,0.942,9.583,1.892,-3.052
-0.161,0.069,0.945,7.690,4.517,-7.080
-0.207,0.096,0.952,6.226,4.333,-10.193
-0.250,0.117,0.954,4.578,2.930,-11.169
-0.277,0.144,0.958,3.418,1.343,-10.193
-0.303,0.161,0.965,2.808,-0.366,-7.446
-0.310,0.176,0.970,2.563,-1.892,-3.418
-0.306,0.189,0.974,2.808,-3.784,0.305
-0.294,0.201,0.961,3.418,-5.737,3.784
-0.281,0.203,0.941,2.991,-7.385,6.042
-0.267,0.210,0.927,2.319,-8.240,7.202
-0.252,0.212,0.917,1.282,-7.751,7.141
-0.241,0.213,0.914,0.244,-6.226,5.432
-0.237,0.217,0.912,-0.366,-3.418,2.258
-0.241,0.225,0.914,-1.038,0.000,-0.488
-0.250,0.230,0.919,-1.526,3.479,-2.319
-0.251,0.238,0.922,-2.014,5.737,-2.625
-0.253,0.246,0.926,-2.319,6.165,-1.892
-0.255,0.253,0.936,-2.747,5.127,-0.916
-0.245,0.258,0.945,-2.441,4.211,0.977
-0.230,0.254,0.947,-1.526,2.991,3.601
-0.213,0.249,0.943,-0.854,1.099,5.798
-0.204,0.254,0.934,-0.366,-0.916,7.080
-0.192,0.254,0.931,0.122,-1.953,7.812
-0.183,0.253,0.929,0.854,-1.587,7.446
-0.180,0.253,0.925,1.770,-0.793,6.348
-0.179,0.252,0.922,2.502,-0.061,4.822
-0.182,0.253,0.921,2.380,0.671,3.784
-0.179,0.251,0.920,1.831,1.709,2.686
-0.178,0.246,0.924,1.282,2.686,2.258
-0.179,0.241,0.928,1.221,3.296,1.343
-0.175,0.232,0.931,1.282,3.418,0.977
-0.175,0.232,0.935,1.282,2.747,1.099
-0.176,0.227,0.934,1.343,1.404,1.099
-0.173,0.224,0.933,1.526,0.488,1.465
-0.175,0.227,0.932,1.953,0.000,1.770
-0.180,0.228,0.926,2.441,-0.122,1.404
-0.189,0.233,0.924,2.625,-0.061,1.099
-0.196,0.235,0.915,2.747,0.122,1.099
-0.204,0.232,0.915,2.625,0.366,1.648
-0.204,0.235,0.918,2.502,0.977,2.014
-0.206,0.233,0.918,1.892,0.977,2.441
-0.209,0.231,0.924,1.282,0.610,2.380
-0.214,0.226,0.930,1.099,0.427,2.747
-0.211,0.227,0.935,1.404,0.366,3.479
-0.209,0.224,0.925,1.709,0.061,3.784
-0.208,0.220,0.921,0.916,-0.427,4.089
-0.209,0.220,0.925,0.610,-0.916,3.540
-0.216,0.223,0.929,0.671,-0.549,2.502
-0.223,0.222,0.932,0.977,0.793,1.160
-0.229,0.222,0.935,1.831,2.258,0.000
-0.236,0.221,0.939,2.747,3.052,-0.977
-0.237,0.232,0.933,3.662,2.808,-0.854
-0.239,0.229,0.914,3.601,2.197,-0.732
-0.240,0.227,0.906,3.174,1.343,0.000
-0.235,0.222,0.907,2.808,1.099,1.099
-0.227,0.219,0.908,1.831,0.793,2.075
-0.220,0.213,0.908,0.610,-0.122,2.930

-0.738,1.503,0.577,-42.358,-24.414,-38.025
-0.825,1.503,0.707,-41.870,-14.893,-33.325
-0.896,1.506,0.818,-36.133,-5.737,-26.855
-0.908,1.493,0.891,-24.902,1.404,-16.479
-0.852,1.435,0.923,-12.146,5.188,-0.732
-0.750,1.370,0.920,0.793,2.869,17.395
-0.593,1.253,0.865,10.742,-5.737,33.508
-0.430,1.149,0.783,17.334,-18.494,47.668
-0.281,1.063,0.697,20.691,-30.396,55.847
-0.158,0.989,0.620,21.484,-36.255,57.922
-0.071,0.911,0.567,20.020,-32.959,54.810
-0.021,0.863,0.536,18.860,-21.729,49.194
0.005,0.836,0.528,17.822,-5.005,42.236
0.021,0.785,0.533,16.663,13.855,33.630
0.021,0.765,0.557,17.273,30.945,27.039
0.012,0.735,0.608,17.822,43.457,22.339
0.004,0.730,0.629,17.395,48.462,18.860
0.003,0.680,0.698,13.245,49.988,19.836
-0.007,0.618,0.739,8.484,38.696,23.865
-0.030,0.584,0.756,6.531,24.902,31.677
-0.043,0.554,0.777,6.042,14.954,41.565
-0.034,0.531,0.791,4.333,4.822,49.866
-0.018,0.488,0.795,1.526,-4.272,54.871
-0.010,0.448,0.794,-1.160,-10.864,57.495
-0.016,0.414,0.784,-3.540,-15.564,58.411
-0.019,0.373,0.788,-6.958,-19.287,57.922
-0.022,0.334,0.796,-9.705,-21.301,56.152
-0.025,0.307,0.814,-11.536,-19.592,53.528
-0.031,0.275,0.828,-12.878,-14.160,50.049
-0.035,0.246,0.839,-14.343,-7.507,46.082
-0.042,0.235,0.860,-15.320,-2.075,42.114
-0.061,0.228,0.886,-16.357,2.380,37.598
-0.079,0.211,0.916,-16.846,6.287,33.386
-0.083,0.214,0.937,-16.296,8.240,31.799
-0.100,0.249,0.971,-13.550,7.812,33.142
-0.108,0.245,0.978,-13.245,7.324,30.823
-0.127,0.242,0.992,-13.062,6.348,28.870
-0.145,0.237,0.995,-11.475,3.845,28.931
-0.158,0.233,0.993,-9.705,0.488,28.931
-0.168,0.214,0.991,-8.179,-2.014,28.931
-0.175,0.199,0.988,-6.775,-3.235,29.297
-0.179,0.181,0.988,-5.310,-3.174,29.419
-0.168,0.167,0.987,-3.845,-2.930,30.029
-0.164,0.155,0.985,-2.441,-4.150,30.212
-0.161,0.151,0.982,-0.549,-5.981,29.175
-0.161,0.144,0.975,1.709,-6.958,27.405
-0.164,0.143,0.963,3.418,-6.287,25.574
-0.164,0.149,0.955,5.188,-5.493,23.926
-0.179,0.146,0.949,6.348,-4.639,20.996
-0.179,0.146,0.940,6.470,-3.174,18.311
-0.184,0.170,0.935,6.958,-2.136,16.663
-0.202,0.173,0.921,7.019,-1.282,14.587
-0.220,0.179,0.913,6.226,-0.549,12.451
-0.234,0.184,0.919,5.127,0.244,12.390
-0.248,0.206,0.934,3.845,-0.366,13.733
-0.255,0.226,0.938,3.235,-2.930,15.686
-0.257,0.240,0.932,2.441,-6.226,18.677
-0.257,0.249,0.924,1.526,-10.071,22.278
-0.258,0.269,0.917,0.671,-14.404,25.940
-0.265,0.272,0.904,0.549,-17.151,29.541
-0.272,0.276,0.896,0.488,-16.724,33.264
-0.252,0.269,0.892,-0.244,-15.442,35.950
-0.240,0.261,0.900,-1.465,-15.869,37.292
-0.223,0.255,0.910,-2.136,-18.127,37.231
-0.223,0.249,0.919,-2.625,-21.484,34.058
-0.211,0.249,0.928,-3.662,-22.766,28.564
-0.219,0.244,0.937,-3.662,-21.423,21.240
-0.227,0.248,0.938,-1.892,-16.968,14.893
-0.249,0.254,0.942,0.427,-10.254,8.545
-0.265,0.266,0.947,3.723,-2.869,3.479
-0.270,0.285,0.953,6.897,3.235,-0.061
-0.282,0.293,0.945,9.094,6.714,-2.991
-0.291,0.308,0.935,10.437,8.667,-5.188
-0.291,0.322,0.923,10.315,10.132,-5.066
-0.293,0.330,0.922,9.033,10.986,-4.272
-0.294,0.336,0.928,7.202,10.315,-2.625
-0.289,0.339,0.936,5.127,8.362,-0.427
-0.285,0.340,0.945,3.357,5.127,2.808
-0.282,0.337,0.948,1.953,1.709,5.615
-0.274,0.339,0.953,0.732,-0.977,8.240
-0.269,0.335,0.955,-0.061,-2.319,9.827
-0.265,0.332,0.962,0.305,-2.197,10.498
-0.261,0.328,0.968,1.892,-0.610,9.949
-0.257,0.328,0.964,3.479,1.465,8.728
-0.255,0.329,0.953,5.127,3.540,6.592
-0.255,0.332,0.942,6.409,5.005,4.456
-0.253,0.333,0.934,6.897,6.287,3.113
-0.252,0.333,0.934,7.080,7.324,2.502
-0.251,0.337,0.938,7.385,8.118,2.014
-0.249,0.333,0.939,7.629,8.545,1.526
-0.247,0.328,0.942,8.057,8.362,1.282
-0.246,0.323,0.940,8.850,8.301,1.587
-0.240,0.315,0.928,9.460,7.935,2.075
-0.230,0.310,0.917,9.583,7.446,2.197
-0.223,0.306,0.905,9.399,6.470,2.319
-0.218,0.304,0.894,8.850,6.165,1.465
-0.219,0.308,0.891,8.789,6.653,0.183
-0.224,0.306,0.887,8.850,8.240,-1.648
-0.230,0.303,0.885,8.728,10.376,-2.991
-0.238,0.299,0.887,8.484,11.658,-3.784
-0.243,0.298,0.890,7.996,11.902,-4.089
-0.249,0.293,0.888,7.629,11.353,-3.784
-0.250,0.289,0.887,7.202,9.827,-2.686
-0.247,0.289,0.885,7.019,7.507,-0.977
-0.239,0.286,0.885,6.714,4.822,1.099
-0.224,0.284,0.879,6.470,2.441,3.174
-0.213,0.280,0.866,5.798,0.305,3.967
-0.208,0.279,0.857,5.310,-1.160,3.113
-0.206,0.282,0.858,4.883,-0.549,1.526
-0.211,0.281,0.860,4.517,1.282,-0.610
-0.220,0.292,0.867,4.822,3.662,-2.625
-0.238,0.295,0.875,5.066,5.127,-4.089
-0.250,0.302,0.881,5.371,5.554,-5.066
-0.259,0.309,0.881,6.165,5.371,-5.310
-0.264,0.308,0.876,6.592,4.700,-5.615
-0.269,0.310,0.874,6.775,4.272,-5.127
-0.272,0.315,0.871,6.592,3.296,-4.028
-0.276,0.313,0.864,5.798,1.953,-2.686
-0.276,0.312,0.864,5.249,0.977,-1.648